"jitter","jitter_abs","jitter_rap","jitter_ppq5","jitter_ddp"
0.00769,5.93e-05,0.00262,0.00346,0.00787
0.00918,6.99e-05,0.00343,0.0047,0.01029
0.00794,5.96e-05,0.00294,0.00388,0.00883
0.00769,6.02e-05,0.00225,0.00365,0.00676
0.0069,5.06e-05,0.00236,0.00375,0.00707
0.00816,6.23e-05,0.00281,0.00407,0.00843
0.00688,5.26e-05,0.00235,0.00342,0.00704
0.00504,4e-05,0.0019,0.00289,0.0057
0.00713,6.47e-05,0.00243,0.00324,0.0073
0.00835,6.5e-05,0.00313,0.0045,0.0094
0.00885,6.97e-05,0.00344,0.00467,0.01031
0.00581,5.44e-05,0.00282,0.00343,0.00845
0.00899,7.39e-05,0.00278,0.00405,0.00833
0.01021,8.2e-05,0.00319,0.00449,0.00958
0.01006,7.81e-05,0.00323,0.00498,0.0097
0.00898,6.98e-05,0.00299,0.00439,0.00896
0.00768,5.42e-05,0.00289,0.00382,0.00868
0.00701,5.49e-05,0.0027,0.00371,0.0081
0.00621,4.8e-05,0.00208,0.00293,0.00624
0.00682,5.5e-05,0.00302,0.00391,0.00907
0.00782,5.77e-05,0.00258,0.00379,0.00774
0.00364,1.92e-05,0.00191,0.00182,0.00574
0.00217,1.15e-05,9e-04,0.00106,0.0027
0.00244,1.13e-05,0.00115,0.00122,0.00345
0.00432,2.44e-05,0.00193,0.00208,0.00578
0.00371,2.07e-05,0.00152,0.00186,0.00455
0.00333,1.88e-05,0.00126,0.00157,0.00377
0.00303,1.64e-05,0.0013,0.00146,0.0039
0.00365,2.07e-05,0.00163,0.00184,0.00488
0.00404,2.29e-05,0.00204,0.00235,0.00612
0.00377,2.15e-05,0.00172,0.002,0.00517
0.00507,2.81e-05,0.00232,0.00254,0.00695
0.00345,1.89e-05,0.00176,0.00179,0.00528
0.00471,2.67e-05,0.00246,0.00244,0.00738
0.00301,1.71e-05,0.00146,0.00156,0.00439
0.00347,1.96e-05,0.0017,0.00191,0.00509
0.00284,1.62e-05,0.00132,0.00148,0.00397
0.00374,2.07e-05,0.00176,0.00179,0.00529
0.00337,1.81e-05,0.00166,0.00189,0.00499
0.00442,2.43e-05,0.00187,0.00193,0.00562
0.00471,2.17e-05,0.00226,0.00208,0.00678
0.00315,1.77e-05,0.00128,0.00131,0.00384
0.00308,1.69e-05,0.00134,0.00152,0.00402
0.00571,3.32e-05,0.0029,0.00298,0.00871
0.00301,1.62e-05,0.0013,0.00142,0.00389
0.00349,1.94e-05,0.00164,0.00204,0.00493
0.00353,2.03e-05,0.00175,0.00178,0.00525
0.00436,2.52e-05,0.00203,0.00186,0.00608
0.00366,2.01e-05,0.00171,0.00207,0.00512
0.00513,2.85e-05,0.00249,0.0029,0.00746
0.00352,2.02e-05,0.00168,0.0016,0.00504
0.00405,2.31e-05,0.00208,0.0021,0.00623
0.00427,2.36e-05,0.00199,0.00263,0.00596
0.00318,1.77e-05,0.00147,0.00167,0.0044
0.00476,2.67e-05,0.00269,0.0025,0.00807
0.00408,2.23e-05,0.00191,0.00174,0.00572
0.00281,1.54e-05,0.00126,0.0015,0.00378
0.00403,1.82e-05,0.00192,0.0015,0.00576
0.00349,1.94e-05,0.00164,0.00167,0.00493
0.00516,2.83e-05,0.0024,0.00221,0.0072
0.00391,2.31e-05,0.00175,0.00211,0.00525
0.00387,2.14e-05,0.00201,0.00207,0.00602
0.00568,3.13e-05,0.00264,0.00355,0.00791
0.00515,2.95e-05,0.00225,0.00273,0.00676
0.00451,2.57e-05,0.0022,0.0022,0.0066
0.00412,2.24e-05,0.00208,0.00191,0.00623
0.00482,2.71e-05,0.00202,0.00204,0.00606
0.00407,2.27e-05,0.00217,0.0022,0.00652
0.00367,2.05e-05,0.00185,0.00191,0.00555
0.00392,2.17e-05,0.00193,0.00193,0.00578
0.00419,2.33e-05,0.00209,0.00223,0.00628
0.00334,1.9e-05,0.0018,0.00205,0.00539
0.00449,2.44e-05,0.00269,0.00232,0.00806
0.00362,1.98e-05,0.00197,0.00203,0.0059
0.00331,1.77e-05,0.00138,0.00177,0.00414
0.0049,2.78e-05,0.00216,0.0023,0.00649
0.00398,2.18e-05,0.00198,0.00224,0.00594
0.00856,4.77e-05,0.00419,0.00403,0.01257
0.00399,2.2e-05,0.00226,0.00207,0.00677
0.00523,2.91e-05,0.00275,0.00316,0.00826
0.00351,1.98e-05,0.00172,0.00185,0.00515
0.0036,2.02e-05,0.00169,0.00197,0.00508
0.00583,3.18e-05,0.00299,0.00332,0.00896
0.00345,1.89e-05,0.00173,0.00192,0.0052
0.00424,2.36e-05,0.00165,0.00205,0.00494
0.00638,3.58e-05,0.00347,0.00323,0.01041
0.00435,2.46e-05,0.00222,0.00227,0.00665
0.00453,2.45e-05,0.00228,0.00213,0.00684
0.00351,1.91e-05,0.00172,0.00193,0.00517
0.0019,8.61e-06,0.00083,0.00075,0.0025
0.00234,9.73e-06,0.00112,0.00126,0.00335
0.00225,9.31e-06,0.00081,0.00101,0.00243
0.0019,8.36e-06,0.00068,0.00087,0.00205
0.0022,1.01e-05,9e-04,0.00101,0.00269
0.00413,2.01e-05,0.002,0.00163,0.006
0.00301,1.26e-05,0.00148,0.00139,0.00445
0.0051,2.35e-05,0.00277,0.00308,0.00832
0.00221,1.09e-05,0.00074,0.00086,0.00223
0.00259,1.22e-05,0.00125,0.00139,0.00376
0.00371,1.83e-05,0.00174,0.00189,0.00522
0.00421,2.09e-05,0.00226,0.00215,0.00677
0.00299,1.53e-05,0.00154,0.00152,0.00463
0.00292,1.53e-05,0.00111,0.00132,0.00333
0.00303,1.57e-05,0.00134,0.00144,0.00403
0.00255,1.11e-05,0.00124,0.00134,0.00373
0.00222,1.03e-05,0.00115,0.00118,0.00345
0.00265,1.13e-05,0.00104,0.00107,0.00313
0.00238,9.61e-06,0.00125,0.00131,0.00375
0.00251,1.01e-05,0.00093,0.00105,0.00278
0.00176,7.51e-06,0.00074,0.00089,0.00221
0.00231,1.05e-05,0.00097,0.00097,0.0029
0.00212,9.96e-06,0.00101,0.00107,0.00302
0.00358,1.55e-05,0.00192,0.00173,0.00575
0.00496,2.34e-05,0.00271,0.00303,0.00813
0.00325,1.56e-05,0.00166,0.00172,0.00497
0.0025,1.2e-05,0.00096,0.00117,0.00289
0.00283,1.42e-05,0.00108,0.00133,0.00324
0.00284,1.49e-05,0.00137,0.00136,0.00412
0.00276,1.47e-05,0.00125,0.00122,0.00375
0.00285,1.61e-05,0.00095,0.00117,0.00285
0.00429,1.85e-05,0.00184,0.00198,0.00551
0.00263,1.22e-05,0.00108,0.00076,0.00325
0.00733,3.42e-05,0.00409,0.00386,0.01227
0.00689,3.09e-05,0.00344,0.00366,0.01032
0.00778,2.8e-05,0.00427,0.00481,0.01281
0.00494,1.97e-05,0.00229,0.00253,0.00688
0.00344,1.11e-05,0.00166,0.00171,0.00498
0.00668,2.79e-05,0.0032,0.0028,0.00961
0.00515,1.93e-05,0.00288,0.00245,0.00863
0.00726,3.02e-05,0.0035,0.00358,0.01049
0.00397,1.48e-05,0.00178,0.00194,0.00533
0.00612,3.48e-05,0.00294,0.00331,0.00882
0.00726,2.79e-05,0.00399,0.00367,0.01196
0.00756,4.21e-05,0.00341,0.00361,0.01023
0.00621,2.34e-05,0.00308,0.00287,0.00925
0.00687,3.43e-05,0.00321,0.00303,0.00964
0.00427,1.59e-05,0.00222,0.00208,0.00665
0.00782,4.11e-05,0.00328,0.00342,0.00985
0.00614,2.25e-05,0.00306,0.00304,0.00917
0.0045,1.76e-05,0.00212,0.00244,0.00637
0.00449,3.11e-05,0.0015,0.00251,0.00449
0.00651,4.14e-05,0.00296,0.0037,0.00889
0.0073,3e-05,0.00352,0.00412,0.01055
0.00883,3.77e-05,0.00475,0.00467,0.01425
0.0034,1.44e-05,0.00141,0.00173,0.00423
0.00932,4.25e-05,0.0049,0.00539,0.0147
0.00681,3.12e-05,0.00345,0.00348,0.01036
0.0047,1.45e-05,0.00275,0.00223,0.00824
0.00613,2.32e-05,0.00327,0.00309,0.0098
0.0019,5.52e-06,0.00098,9e-04,0.00293
0.00401,1.4e-05,0.0019,0.00197,0.00571
0.00434,1.6e-05,0.00229,0.00224,0.00686
0.00825,3.53e-05,0.00421,0.00421,0.01262
0.00317,1.09e-05,0.00127,0.00151,0.00382
0.00703,2.99e-05,0.00352,0.00369,0.01057
0.00324,1.19e-05,0.00156,0.00151,0.00469
0.00448,1.58e-05,0.00222,0.00226,0.00666
0.0048,1.84e-05,0.00263,0.00235,0.0079
0.00484,1.69e-05,0.00244,0.00255,0.00733
0.00637,3.3e-05,0.00241,0.00287,0.00722
0.00559,1.97e-05,0.00286,0.00335,0.00859
0.0051,2.22e-05,0.00207,0.00191,0.00622
0.00675,2.77e-05,0.00381,0.00313,0.01143
0.00831,4.39e-05,0.00355,0.00516,0.01064
0.00642,2.95e-05,0.00276,0.00262,0.00827
0.0066,2.48e-05,0.00327,0.00312,0.0098
0.00483,1.96e-05,0.00227,0.00251,0.00681
0.00694,3.19e-05,0.00363,0.0035,0.0109
0.00412,1.91e-05,0.00177,0.00207,0.00531
0.00261,7.97e-06,0.00119,0.00126,0.00358
0.00688,2.55e-05,0.00358,0.00424,0.01074
0.00304,9.24e-06,0.00122,0.00138,0.00365
0.00462,1.6e-05,0.00234,0.00183,0.00701
0.0059,1.97e-05,0.00342,0.00267,0.01025
0.00347,1.39e-05,0.00151,0.0016,0.00453
0.00319,1.05e-05,0.0014,0.00166,0.0042
0.00662,2.64e-05,0.00346,0.00343,0.01038
0.00513,1.79e-05,0.00285,0.0025,0.00856
0.00651,2.75e-05,0.00341,0.00354,0.01023
0.00485,1.69e-05,0.00246,0.0025,0.00737
0.00687,2.66e-05,0.00384,0.00355,0.01152
0.0047,2.46e-05,0.00213,0.00251,0.00638
0.00803,3.9e-05,0.00398,0.00373,0.01195
0.00592,2.12e-05,0.00353,0.0028,0.01058
0.00482,1.84e-05,0.0025,0.00233,0.00749
0.00422,1.6e-05,0.00206,0.00209,0.00619
0.00577,2.18e-05,0.00304,0.0026,0.00912
0.00545,2.25e-05,0.00298,0.00268,0.00893
0.0068,2.64e-05,0.00303,0.00266,0.00909
0.00458,1.85e-05,0.00221,0.00243,0.00662
0.00459,1.63e-05,0.00239,0.00235,0.00716
0.0046,1.96e-05,0.00185,0.00215,0.00556
0.00811,2.81e-05,0.00463,0.00407,0.01389
0.00336,1.2e-05,0.00158,0.00175,0.00474
0.00444,1.48e-05,0.0024,0.00205,0.00721
0.00652,2.51e-05,0.00329,0.00316,0.00987
0.00776,2.67e-05,0.00411,0.00407,0.01232
0.00725,2.99e-05,0.00347,0.00339,0.01041
0.00507,1.84e-05,0.00263,0.00224,0.00788
0.00779,3.92e-05,0.00409,0.00378,0.01226
0.00804,2.98e-05,0.00434,0.00509,0.01302
0.00574,2.75e-05,0.00231,0.00273,0.00694
0.0044,1.66e-05,0.00211,0.00222,0.00633
0.0051,2.13e-05,0.0024,0.00278,0.0072
0.00692,2.48e-05,0.00407,0.0038,0.01221
0.0068,4.48e-05,0.0031,0.00377,0.0093
0.00382,1.54e-05,0.00165,0.00184,0.00495
0.00521,2.07e-05,0.00236,0.00234,0.00708
0.00727,2.82e-05,0.00334,0.00358,0.01003
0.00545,2.31e-05,0.00263,0.00284,0.00789
0.00517,2.07e-05,0.00272,0.00258,0.00815
0.00563,1.79e-05,0.00321,0.00334,0.00964
0.00619,2.59e-05,0.00251,0.00276,0.00752
0.00337,9.87e-06,0.00155,0.00159,0.00466
0.00531,1.71e-05,0.00249,0.00241,0.00748
0.00444,1.35e-05,0.00225,0.00295,0.00675
0.00657,2.41e-05,0.00321,0.00288,0.00963
0.00634,1.87e-05,0.00378,0.0034,0.01133
0.008,3.35e-05,0.0032,0.00339,0.00959
0.00207,6.37e-06,0.00082,0.00103,0.00247
0.0067,3.02e-05,0.00307,0.00351,0.00922
0.00493,2.85e-05,0.00203,0.00278,0.00608
0.00518,2e-05,0.00217,0.00208,0.0065
0.00304,9.44e-06,0.0015,0.00145,0.00451
0.00434,1.5e-05,0.00193,0.00178,0.00578
0.00888,2.8e-05,0.00475,0.00531,0.01426
0.00615,3.46e-05,0.00229,0.00292,0.00688
0.0052,2.9e-05,0.00179,0.0022,0.00536
0.00348,1.21e-05,0.00186,0.00174,0.00559
0.00421,1.33e-05,0.00221,0.00189,0.00664
0.00374,1.35e-05,0.00191,0.00187,0.00573
0.00715,2.42e-05,0.00409,0.00329,0.01228
0.00727,2.79e-05,0.00351,0.00294,0.01054
0.0047,1.57e-05,0.00261,0.00232,0.00782
0.00413,1.32e-05,0.00242,0.00188,0.00725
0.0049,1.39e-05,0.00276,0.00228,0.00828
0.0033,1.02e-05,0.00158,0.00153,0.00475
0.00316,8.94e-06,0.00155,0.00161,0.00466
0.00369,1.19e-05,0.00188,0.00196,0.00564
0.00762,3.42e-05,0.00407,0.00466,0.0122
0.00336,1.14e-05,0.00141,0.00131,0.00424
0.00224,6.57e-06,0.00097,0.00109,0.00291
0.00974,3.3e-05,0.00545,0.00553,0.01635
0.00431,1.55e-05,0.0021,0.00218,0.00631
0.00549,1.88e-05,0.00278,0.00232,0.00835
0.00502,1.55e-05,0.00257,0.00242,0.00772
0.00417,1.29e-05,0.00227,0.002,0.00682
0.00356,1.58e-05,0.00148,0.00192,0.00444
0.00626,3.03e-05,0.00253,0.00315,0.00759
0.00604,2.4e-05,0.00319,0.00304,0.00957
0.0048,1.65e-05,0.00246,0.00251,0.00738
0.00573,1.84e-05,0.00328,0.00251,0.00985
0.00393,1.31e-05,0.00201,0.00193,0.00602
0.00233,8.47e-06,0.00085,0.00105,0.00255
0.00606,1.97e-05,0.00334,0.0027,0.01002
0.00433,1.41e-05,0.0017,0.00165,0.0051
0.00441,3.68e-05,0.00202,0.00239,0.00607
0.00677,6.41e-05,0.00372,0.00366,0.01117
0.00358,3.23e-05,0.00159,0.00205,0.00476
0.00431,4.42e-05,0.0019,0.0024,0.0057
0.00914,9.11e-05,0.00479,0.00444,0.01438
0.00694,7.76e-05,0.00269,0.00331,0.00808
0.00588,5.88e-05,0.0022,0.00302,0.00661
0.00819,8.18e-05,0.0042,0.00474,0.01259
0.00465,4.65e-05,0.00244,0.00286,0.00731
0.00818,8.81e-05,0.00481,0.00439,0.01444
0.00657,6.72e-05,0.0031,0.0035,0.00931
0.00429,4.46e-05,0.00213,0.00261,0.00639
0.00527,5.17e-05,0.00268,0.00271,0.00805
0.00761,8.26e-05,0.00393,0.00416,0.01179
0.00637,6.27e-05,0.00293,0.00353,0.00878
0.00605,5.8e-05,0.00247,0.00336,0.0074
0.00368,3.39e-05,0.00178,0.00217,0.00534
0.00403,4.11e-05,0.00169,0.00219,0.00508
0.00225,1.8e-05,0.00108,0.00139,0.00324
0.00366,3.31e-05,0.0018,0.00201,0.00541
0.00264,2.32e-05,0.00112,0.00141,0.00336
0.00474,4.84e-05,0.00226,0.00202,0.00679
0.0037,3.61e-05,0.00193,0.00223,0.0058
0.00619,6.69e-05,0.0029,0.00338,0.00869
0.00397,3.82e-05,0.00175,0.00215,0.00525
0.00641,6.87e-05,0.00309,0.00328,0.00926
0.00377,3.65e-05,0.00158,0.00206,0.00474
0.00522,5.2e-05,0.00226,0.00263,0.00677
0.00412,4.16e-05,0.00162,0.00224,0.00485
0.00795,8.88e-05,0.00344,0.00374,0.01031
0.00458,4.44e-05,0.00179,0.00223,0.00537
0.00434,4.58e-05,0.00173,0.00237,0.00519
0.00627,6.25e-05,0.0029,0.00341,0.00869
0.00565,5.47e-05,0.00228,0.00304,0.00683
0.00581,6.05e-05,0.00273,0.00338,0.00819
0.00494,4.88e-05,0.00247,0.00303,0.00741
0.00687,6.59e-05,0.00222,0.00329,0.00667
0.00353,3.3e-05,0.00163,0.00211,0.00488
0.00557,5.42e-05,0.0028,0.00294,0.00841
0.00443,3.73e-05,0.00189,0.00218,0.00566
0.00546,5.05e-05,0.00245,0.00295,0.00735
0.00811,7e-05,0.00389,0.00267,0.01166
0.00349,3.68e-05,0.00141,0.0021,0.00422
0.00384,3.88e-05,0.0018,0.00243,0.00539
0.00476,4.93e-05,0.0021,0.00243,0.00631
0.00388,3.12e-05,0.00201,0.00183,0.00602
0.00451,4.13e-05,0.00189,0.00221,0.00566
0.00291,2.44e-05,0.00129,0.00165,0.00388
0.00334,3.33e-05,0.00167,0.00192,0.00502
0.00335,3.31e-05,0.0017,0.00198,0.0051
0.00381,4.14e-05,0.00181,0.0022,0.00544
0.00411,4.09e-05,0.00202,0.00238,0.00607
0.00339,3.66e-05,0.00147,0.00197,0.00442
0.00514,4.95e-05,0.0025,0.00219,0.0075
0.00437,4.23e-05,0.00199,0.00234,0.00597
0.00508,4.94e-05,0.00232,0.00297,0.00697
0.00689,7.48e-05,0.00312,0.00298,0.00937
0.00449,4.3e-05,0.00192,0.00222,0.00577
0.00293,3.07e-05,0.00108,0.00162,0.00324
0.00332,3.18e-05,0.00138,0.00188,0.00413
0.00432,4.34e-05,0.00185,0.00234,0.00556
0.00532,5.65e-05,0.00241,0.00284,0.00723
0.00524,5.22e-05,0.00234,0.00216,0.00702
0.00683,7e-05,0.00291,0.00399,0.00873
0.00462,4.35e-05,0.00209,0.00236,0.00626
0.00402,3.99e-05,0.0022,0.00236,0.00659
0.00384,3.46e-05,0.0018,0.00199,0.00539
0.0051,4.4e-05,0.00226,0.00246,0.00678
0.00435,3.8e-05,0.00208,0.00225,0.00623
0.00293,2.7e-05,0.00119,0.0017,0.00357
0.00601,6.04e-05,0.0028,0.00292,0.0084
0.00377,3.83e-05,0.00184,0.00223,0.00552
0.00617,5.77e-05,0.00322,0.00328,0.00965
0.00424,4.25e-05,0.00212,0.0025,0.00635
0.00332,3.18e-05,0.00154,0.00197,0.00463
0.00403,4.15e-05,0.00167,0.00232,0.00501
0.00621,6.14e-05,0.00309,0.00308,0.00926
0.00514,5.21e-05,0.00215,0.00276,0.00646
0.00649,7.37e-05,0.00291,0.00373,0.00874
0.00403,4.32e-05,0.00165,0.00217,0.00495
0.00819,7.68e-05,0.00367,0.00431,0.01102
0.00512,4.85e-05,0.00222,0.00257,0.00667
0.00755,8.29e-05,0.00304,0.00271,0.00911
0.0093,9.19e-05,0.005,0.00523,0.01501
0.00516,5.46e-05,0.00216,0.0019,0.00647
0.00394,3.97e-05,0.00184,0.00239,0.00551
0.00844,8.59e-05,0.00309,0.00422,0.00928
0.00526,5.6e-05,0.0023,0.0029,0.00689
0.00779,7.6e-05,0.00403,0.00382,0.01209
0.00501,4.84e-05,0.00231,0.0027,0.00693
0.00629,6.26e-05,0.0032,0.00357,0.0096
0.01004,8.24e-05,0.00495,0.00558,0.01485
0.00483,4.65e-05,0.00233,0.00187,0.007
0.00443,4.12e-05,0.00205,0.00254,0.00615
0.00555,5.98e-05,0.00253,0.00287,0.0076
0.00487,4.94e-05,0.00211,0.00228,0.00633
0.00446,4.52e-05,0.00173,0.00255,0.00519
0.00353,2.82e-05,0.00159,0.0018,0.00478
0.00354,3.02e-05,0.00169,0.00212,0.00506
0.0042,3.54e-05,0.00221,0.0021,0.00663
0.00305,2.62e-05,0.00146,0.00174,0.00439
0.00656,6.1e-05,0.00255,0.00239,0.00765
0.00404,4e-05,0.0019,0.00219,0.0057
0.0054,4.72e-05,0.00235,0.00291,0.00705
0.00484,5.15e-05,0.00202,0.0028,0.00606
0.00613,6.29e-05,0.00279,0.0031,0.00836
0.00702,6.52e-05,0.0035,0.00273,0.01049
0.00452,4.07e-05,0.0019,0.00216,0.0057
0.00713,7.53e-05,0.00322,0.00404,0.00965
0.00527,4.85e-05,0.00211,0.00207,0.00633
0.0032,3.14e-05,0.00127,0.00182,0.00382
0.00351,3.35e-05,0.00164,0.00208,0.00491
0.0057,5.45e-05,0.00245,0.00284,0.00735
0.00588,6.15e-05,0.00263,0.00338,0.0079
0.00599,5.88e-05,0.00233,0.00336,0.00699
0.00557,5.19e-05,0.00265,0.00294,0.00796
0.00616,5.73e-05,0.00271,0.00316,0.00814
0.00551,5.27e-05,0.00273,0.00315,0.0082
0.00456,3.84e-05,0.00216,0.0024,0.00648
0.00573,5.41e-05,0.00258,0.003,0.00774
0.00489,4.32e-05,0.00264,0.00269,0.00793
0.00627,5.94e-05,0.00288,0.00269,0.00863
0.00561,5.34e-05,0.0021,0.00247,0.0063
0.00426,3.79e-05,0.00183,0.00191,0.00549
0.00266,1.87e-05,0.00134,0.00158,0.00403
0.00232,1.76e-05,0.00093,0.00123,0.00279
0.00445,3.44e-05,0.00235,0.00196,0.00705
0.00395,3.04e-05,0.00167,0.00157,0.005
0.00376,3.28e-05,0.0018,0.00218,0.00539
0.00284,2.4e-05,0.00128,0.00167,0.00385
0.00377,3.34e-05,0.00155,0.00198,0.00466
0.00552,5.31e-05,0.00212,0.00251,0.00637
0.00536,5.31e-05,0.00213,0.00295,0.00638
0.00445,3.73e-05,0.00223,0.00229,0.0067
0.00547,4.79e-05,0.00171,0.00238,0.00514
0.00565,5.67e-05,0.0019,0.00294,0.0057
0.003,2.55e-05,0.00126,0.00171,0.00378
0.00599,5.65e-05,0.00273,0.00291,0.00818
0.00373,3.23e-05,0.00191,0.00202,0.00574
0.00519,4.68e-05,0.00221,0.00297,0.00662
0.00873,8.63e-05,0.00244,0.00425,0.00732
0.00756,7.26e-05,0.00258,0.00391,0.00775
0.00585,5.1e-05,0.00246,0.00267,0.00737
0.00359,2.88e-05,0.00154,0.00201,0.00461
0.00485,4.49e-05,0.0019,0.00292,0.00569
0.00374,2.94e-05,0.0014,0.00182,0.00419
0.00321,2.69e-05,0.00135,0.00179,0.00405
0.00483,4.09e-05,0.00245,0.00231,0.00734
0.00494,4.64e-05,0.00223,0.00201,0.0067
0.00595,5.16e-05,0.00297,0.00315,0.00891
0.00448,4.17e-05,0.00181,0.00209,0.00544
0.00512,3.33e-05,0.00186,0.00244,0.00558
0.0047,2.84e-05,0.00225,0.00269,0.00674
0.00703,4.75e-05,0.00337,0.00392,0.0101
0.00573,4.18e-05,0.00261,0.00342,0.00782
0.00728,5.33e-05,0.00284,0.00381,0.00853
0.00651,4.5e-05,0.00296,0.00356,0.00888
0.00521,3.94e-05,0.00206,0.00266,0.00618
0.00644,4.78e-05,0.0028,0.00373,0.0084
0.00557,3.94e-05,0.003,0.00289,0.009
0.00536,3.68e-05,0.00208,0.00299,0.00623
0.00637,4.42e-05,0.00278,0.00356,0.00835
0.0054,3.96e-05,0.00265,0.00338,0.00794
0.00737,4.91e-05,0.00303,0.00433,0.00908
0.00374,2.42e-05,0.00152,0.00222,0.00457
0.00814,5.21e-05,0.00334,0.00404,0.01003
0.00458,3.3e-05,0.00208,0.00272,0.00625
0.00611,4.29e-05,0.00243,0.00367,0.00729
0.00458,3.17e-05,0.0021,0.00245,0.0063
0.00499,3.33e-05,0.00223,0.00294,0.0067
0.00592,4.09e-05,0.00277,0.00342,0.0083
0.00434,2.75e-05,0.0022,0.00247,0.00659
0.00541,3.66e-05,0.00232,0.00315,0.00695
0.00371,2.31e-05,0.00166,0.00228,0.00497
0.00634,4.07e-05,0.00285,0.00299,0.00854
0.01058,6.44e-05,0.00465,0.00545,0.01396
0.00494,3.29e-05,0.00198,0.00274,0.00593
0.00567,4.03e-05,0.00231,0.00321,0.00694
0.0064,4.5e-05,0.00305,0.00324,0.00916
0.00561,3.83e-05,0.00222,0.00292,0.00665
0.00538,4.05e-05,0.00214,0.00288,0.00641
0.00495,3.59e-05,0.00224,0.00291,0.00671
0.00472,3.34e-05,0.00196,0.00276,0.00589
0.00827,5.66e-05,0.00339,0.00429,0.01016
0.00524,3.4e-05,0.00233,0.0025,0.007
0.00499,3.3e-05,0.00198,0.00283,0.00595
0.0054,3.84e-05,0.00245,0.00285,0.00734
0.00773,5.07e-05,0.00327,0.00425,0.00982
0.00629,4.12e-05,0.00267,0.00352,0.00801
0.00726,4.61e-05,0.00356,0.00426,0.01069
0.0054,3.55e-05,0.00226,0.00269,0.00678
0.00584,3.74e-05,0.00241,0.00325,0.00724
0.00703,4.71e-05,0.00299,0.00373,0.00896
0.00698,4.75e-05,0.00347,0.00407,0.0104
0.00562,4.03e-05,0.00278,0.00318,0.00834
0.00517,3.45e-05,0.00215,0.00293,0.00644
0.00707,4.87e-05,0.00357,0.00432,0.01071
0.00645,4.6e-05,0.00317,0.00345,0.0095
0.00564,3.62e-05,0.00245,0.00284,0.00736
0.00555,3.59e-05,0.00222,0.00339,0.00667
0.00632,4.21e-05,0.00295,0.00378,0.00886
0.00479,3e-05,0.00225,0.00271,0.00676
0.00416,2.54e-05,0.00179,0.00229,0.00538
0.00688,4.33e-05,0.00306,0.00372,0.00919
0.0055,3.84e-05,0.00269,0.00312,0.00807
0.00459,3.26e-05,0.00212,0.00282,0.00636
0.00539,3.86e-05,0.00276,0.00344,0.00829
0.00573,3.93e-05,0.00242,0.00325,0.00725
0.00569,4.2e-05,0.00264,0.00307,0.00793
0.00446,3.21e-05,0.00216,0.00271,0.00647
0.004,2.83e-05,0.00181,0.00224,0.00543
0.00943,6.44e-05,0.0046,0.00476,0.0138
0.00502,3.29e-05,0.00205,0.00275,0.00616
0.00398,2.73e-05,0.0018,0.00254,0.00539
0.00605,4.36e-05,0.00272,0.00324,0.00816
0.00693,4.71e-05,0.00332,0.00441,0.00997
0.00637,4.06e-05,0.00313,0.00333,0.00939
0.00501,3.28e-05,0.00225,0.00288,0.00675
0.00586,3.88e-05,0.00259,0.00312,0.00778
0.00548,3.54e-05,0.00285,0.00323,0.00856
0.00527,3.52e-05,0.00247,0.00332,0.00742
0.00476,3.17e-05,0.00228,0.00274,0.00683
0.00578,4.07e-05,0.0028,0.00337,0.00841
0.0056,3.8e-05,0.00292,0.0034,0.00876
0.00681,4.66e-05,0.00358,0.00379,0.01073
0.00615,4.06e-05,0.0028,0.00342,0.0084
0.00958,5.76e-05,0.00403,0.00519,0.01209
0.00678,4.32e-05,0.00268,0.00369,0.00804
0.00564,3.81e-05,0.0029,0.0033,0.00871
0.00436,2.85e-05,0.0021,0.0026,0.0063
0.00897,5.77e-05,0.00433,0.00539,0.01298
0.00728,5.33e-05,0.00267,0.00366,0.00802
0.00743,5.06e-05,0.00339,0.0047,0.01017
0.00529,3.59e-05,0.00225,0.00306,0.00676
0.00473,3.5e-05,0.00226,0.0029,0.00679
0.00808,5.76e-05,0.00366,0.00429,0.01098
0.00546,3.89e-05,0.00253,0.00297,0.00759
0.00704,5.11e-05,0.00304,0.00368,0.00912
0.0064,4.2e-05,0.00253,0.00308,0.00759
0.00556,3.78e-05,0.00293,0.00318,0.00878
0.00508,3.54e-05,0.0021,0.0028,0.00629
0.00586,3.9e-05,0.00278,0.0033,0.00835
0.00688,4.62e-05,0.00305,0.00359,0.00916
0.00528,3.68e-05,0.00212,0.00295,0.00635
0.00466,3.21e-05,0.0023,0.00264,0.00691
0.00765,4.96e-05,0.00366,0.0043,0.01097
0.00729,5.11e-05,0.00345,0.00428,0.01036
0.00548,3.88e-05,0.00251,0.00301,0.00752
0.00535,3.78e-05,0.00268,0.0031,0.00805
0.00431,3.06e-05,0.0019,0.00242,0.00571
0.00463,2.96e-05,0.00155,0.00233,0.00466
0.0066,4.41e-05,0.00296,0.00351,0.00888
0.00705,4.67e-05,0.00355,0.00417,0.01065
0.00619,4.23e-05,0.00258,0.00309,0.00775
0.00542,3.79e-05,0.00214,0.00292,0.00642
0.00512,2.94e-05,0.0019,0.00255,0.0057
0.00732,4.39e-05,0.00325,0.00385,0.00975
0.0041,2.61e-05,0.00166,0.00208,0.00499
0.00503,3.37e-05,0.0023,0.00292,0.0069
0.00489,2.76e-05,0.00205,0.00259,0.00615
0.00404,2.6e-05,0.00175,0.00213,0.00526
0.00509,3.38e-05,0.00235,0.00277,0.00704
